index,Ejecución,Tiempo de ejecución (s),Iteraciones,Mejor solución,Mejor fitness,Algoritmo
49,50,48.49873423576355,249,"[array([10, 10]), array([10.00645144, 10.00645144]), array([11.2721327, 11.2721327]), array([12, 11]), array([ 9.91105777, 62.91105777]), array([11, 63]), array([13.11561862, 92.11561862]), array([13.91766495, 88.41766495]), array([26, 88]), array([30.5, 88. ]), array([39. , 83.5]), array([39., 87.]), array([50.70276101, 94.20276101]), array([64, 94]), array([82.24452018, 86.74452018]), array([82.24452018, 88.        ]), array([84, 88]), array([87.22682876, 89.72682876]), array([88, 89]), array([88, 90]), array([88.22345895, 90.22345895]), array([89, 90]), array([89.69503296, 90.69503296]), array([90.23070629, 89.73070629]), array([90, 90])]",177.27677229199918,GSIS
0,1,0.5938675403594971,1499,"[array([10, 10]), array([45.2625934 , 27.58355138]), array([90.22348791, 87.64859112])]",350.6326123505413,SA
1,2,0.3361344337463379,1499,"[array([10, 10]), array([44.23002157, 25.29044469]), array([86.04846669, 85.34522454])]",721.2564059905435,SA
2,3,0.33693790435791016,1499,"[array([10, 10]), array([37.93792988, 21.61691032]), array([90.74745234, 89.26660504])]",220.7948258364686,SA
3,4,0.33899998664855957,1499,"[array([10, 10]), array([47.09851405, 26.11312435]), array([86.36774938, 88.71148741])]",499.745231279825,SA
4,5,0.47644686698913574,1499,"[array([10, 10]), array([38.82139315, 23.77190207]), array([90.82047712, 88.06781205])]",324.55157220155775,SA
5,6,0.5384368896484375,1499,"[array([10, 10]), array([25.60547409, 10.20742594]), array([94.98483917, 89.97992005])]",619.816841237096,SA
6,7,0.5171091556549072,1499,"[array([10, 10]), array([29.13860466, 16.11853565]), array([59.25091037, 45.77476614]), array([90.32101579, 93.19475944])]",440.1337426776687,SA
7,8,0.3409879207611084,1499,"[array([10, 10]), array([42.87645976, 25.63705194]), array([90.90523769, 91.33088601])]",278.74106610717433,SA
8,9,0.3072381019592285,1499,"[array([10, 10]), array([20.47909909, 41.90208735]), array([89.92322793, 93.20358108])]",440.36762976216505,SA
9,10,0.3515143394470215,1499,"[array([10, 10]), array([26.69537007, 44.77632866]), array([89.12027932, 92.7123793 ])]",402.4304063149567,SA
10,11,0.3561522960662842,1499,"[array([10, 10]), array([35.99265147, 18.72600216]), array([92.26053128, 89.01210011])]",364.14989343957814,SA
11,12,0.4384605884552002,1499,"[array([10, 10]), array([29.30001214, 19.10737616]), array([59.88105626, 47.7152441 ]), array([94.60620524, 89.16425121])]",585.4307757084773,SA
12,13,0.40673327445983887,1499,"[array([10, 10]), array([39.75164257, 23.05551228]), array([92.00053717, 87.91190548])]",404.95074937941325,SA
13,14,1.4665908813476562,1499,"[array([10, 10]), array([99.64661237,  7.81357833]), array([97.2846966 , 84.52820876])]",1077.5076958111536,SA
14,15,0.42067980766296387,1499,"[array([10, 10]), array([54.56057265, 32.06611042]), array([91.62758788, 87.76442134])]",393.1591808595044,SA
15,16,0.7422003746032715,1499,"[array([10, 10]), array([75.3588394 , 82.24432952])]",2754.268298204258,SA
16,17,0.34247517585754395,1499,"[array([10, 10]), array([25.67592801, 42.55742397]), array([89.95568022, 90.27248942])]",143.79559034250795,SA
17,18,0.33017778396606445,1499,"[array([10, 10]), array([32.58854596, 17.95164126]), array([92.13690815, 86.7697659 ])]",502.260946489715,SA
18,19,0.3327467441558838,1499,"[array([10, 10]), array([19.73432556, 40.46395708]), array([91.17628778, 92.49831566])]",396.502512245445,SA
19,20,0.37005090713500977,1499,"[array([10, 10]), array([24.67913225, 44.9734837 ]), array([88.77298373, 94.01517356])]",538.4804437562891,SA
20,21,0.770031213760376,1499,"[array([10, 10]), array([19.47672305, 35.98081889]), array([32.921197  , 51.34118282]), array([90.41507244, 88.38006945])]",283.6862198896256,SA
21,22,0.3148996829986572,1499,"[array([10, 10]), array([46.13406215, 26.41362248]), array([90.18337117, 88.47855537])]",269.0405606568582,SA
22,23,0.28784632682800293,1499,"[array([10, 10]), array([33.5684055 , 19.99652067]), array([96.72812363, 89.69823374])]",793.1505779546521,SA
23,24,0.32495546340942383,1499,"[array([10, 10]), array([29.09874196, 48.63031507]), array([88.59534873, 92.10074193])]",369.4875256523468,SA
24,25,0.3171875476837158,1499,"[array([10, 10]), array([25.8750448 , 44.70539054]), array([90.70564471, 95.81364712])]",706.3487693169553,SA
25,26,0.32984089851379395,1499,"[array([10, 10]), array([25.7726722 , 43.76063231]), array([92.15860164, 93.05557851])]",494.0639111658669,SA
26,27,0.33234119415283203,1499,"[array([10, 10]), array([33.01984131, 15.89313786]), array([93.81571483, 90.71157705])]",508.31700186053604,SA
27,28,0.33431315422058105,1499,"[array([10, 10]), array([22.47898944, 41.54558656]), array([89.0204468 , 91.40975473])]",288.7421714660179,SA
28,29,0.3322577476501465,1499,"[array([10, 10]), array([54.6671198, 29.2569492]), array([88.791112  , 88.46604878])]",312.2852721346377,SA
29,30,0.32597804069519043,1499,"[array([10, 10]), array([23.19765124, 41.91645691]), array([90.18531659, 89.84699066])]",140.9387611229103,SA
30,31,0.32416820526123047,1499,"[array([10, 10]), array([41.26133006, 23.24670757]), array([89.26907478, 89.09238647])]",231.97460226192095,SA
31,32,0.6664109230041504,1499,"[array([10, 10]), array([49.04012134, 29.11670573]), array([88.33050562, 91.01707884])]",312.27703517685524,SA
32,33,0.3943674564361572,1499,"[array([10, 10]), array([23.08961027, 36.21573885]), array([34.4734181 , 47.56536956]), array([87.15753348, 91.27485221])]",425.3585701045737,SA
33,34,1.0276687145233154,1499,"[array([10, 10]), array([48.02361816, 21.85120929]), array([92.55045052, 89.2595853 ])]",386.1897119777856,SA
34,35,0.327761173248291,1499,"[array([10, 10]), array([29.82853856, 50.11532971]), array([86.96423898, 90.84626851])]",430.0669436172136,SA
35,36,0.34250760078430176,1499,"[array([10, 10]), array([12.65351266, 26.82686925]), array([88.09688075, 94.7012589 ])]",625.7023476059236,SA
36,37,0.3521730899810791,1499,"[array([10, 10]), array([18.92826202, 38.69220327]), array([89.79442696, 90.7352864 ])]",194.32077567461204,SA
37,38,0.433713436126709,1499,"[array([10, 10]), array([24.53580703, 39.17027217]), array([56.24264817, 66.53199583]), array([91.51255275, 91.07368369])]",302.9289765067697,SA
38,39,0.3403894901275635,1499,"[array([10, 10]), array([26.97606099, 45.18391144]), array([89.82125848, 91.77515152])]",295.71012757771973,SA
39,40,0.33040833473205566,1499,"[array([10, 10]), array([18.29976275, 37.77468611]), array([88.7292339 , 92.70413629])]",417.0896155050325,SA
40,41,0.3386363983154297,1499,"[array([10, 10]), array([25.39792498, 43.77882494]), array([90.4246319 , 91.33053901])]",257.34666852993223,SA
41,42,0.521141529083252,1499,"[array([10, 10]), array([24.04838535, 49.44093587]), array([80.73925703, 86.17518206]), array([88.2419634 , 93.51281503])]",512.7319806649909,SA
42,43,0.5823121070861816,1499,"[array([10, 10]), array([42.80462473, 25.94549358]), array([90.82132337, 88.7428636 ])]",265.69138532732984,SA
43,44,0.36675047874450684,1499,"[array([10, 10]), array([35.9879337, 19.5828642]), array([78.85620858, 66.98006229]), array([89.22469024, 90.93449311])]",239.13233047661038,SA
44,45,0.2919943332672119,1499,"[array([10, 10]), array([42.06306403, 25.24090938]), array([89.82874375, 88.86618709])]",229.72806346062373,SA
45,46,0.32383179664611816,1499,"[array([10, 10]), array([13.22281985, 31.79136205]), array([86.66631734, 93.78477636])]",622.4990904050658,SA
46,47,0.3527648448944092,1499,"[array([10, 10]), array([26.05307072, 43.26532927]), array([90.46549294, 89.39578878])]",192.4364521395505,SA
47,48,0.33707189559936523,1499,"[array([10, 10]), array([29.20454537, 49.91295425]), array([89.43992495, 88.67505813])]",259.7680640059838,SA
48,49,0.3057577610015869,1499,"[array([10, 10]), array([22.1696633 , 38.00532633]), array([88.03818827, 90.37259284])]",314.3718707767977,SA
49,50,0.3612327575683594,1499,"[array([10, 10]), array([19.65242749, 37.25094597]), array([87.68469994, 89.24703819])]",358.0028509138074,SA
0,1,0.4121067523956299,249,"[array([10, 10]), array([96.41154897, 12.24247234]), array([76.49388133, 93.0828311 ])]",1555.047189950421,RS
1,2,0.20299029350280762,249,"[array([10, 10]), array([44.38890863,  0.06232792]), array([69.50801729, 79.73651256]), array([62.56168302, 11.62441882]), array([84.56018321, 82.22120893]), array([98.10327317, 92.84312967])]",1137.7153368563556,RS
2,3,0.22303366661071777,249,"[array([10, 10]), array([24.65988707, 80.6863021 ]), array([34.8075546 , 53.38415483]), array([17.23515844, 63.31915151]), array([90.31667468, 86.50721609])]",1548.8869657486296,RS
3,4,0.2233107089996338,249,"[array([10, 10]), array([90.08805585, 90.55010291])]",1169.2993967618204,RS
4,5,0.21937251091003418,249,"[array([10, 10]), array([ 2.15837972, 66.7139169 ]), array([22.33748605, 85.64772643]), array([ 2.2235951 , 23.56868266]), array([48.72252322, 59.52489304]), array([50.74361089, 30.56374023]), array([92.89787575,  3.81105937]), array([10.90348134, 60.6138788 ]), array([52.07365303,  9.68707464]), array([21.94370496, 60.48407777]), array([ 6.6133381 , 12.55176936]), array([18.11079547, 42.34819232]), array([99.73835252, 89.87441783])]",1662.8470776396912,RS
5,6,0.24701428413391113,249,"[array([10, 10]), array([ 3.09791635, 18.67021329]), array([73.72867202, 81.57438362])]",1938.0037895762814,RS
6,7,0.21297764778137207,249,"[array([10, 10]), array([89.19338193, 93.36515163])]",1461.031456308925,RS
7,8,0.22134900093078613,249,"[array([10, 10]), array([92.72287488, 85.03527254])]",1677.9223938428213,RS
8,9,0.21651983261108398,249,"[array([10, 10]), array([21.11338808,  1.04051812]), array([98.43898577, 96.31122602])]",1190.770449640477,RS
9,10,0.21412420272827148,249,"[array([10, 10]), array([86.63295944, 84.68277056])]",1736.3691582605252,RS
10,11,0.2107841968536377,249,"[array([10, 10]), array([95.01588041, 42.26529421]), array([17.72165087, 62.14448653]), array([84.07235597, 75.20262154])]",2832.4152376498073,RS
11,12,0.22114944458007812,249,"[array([10, 10]), array([73.82740508, 81.56082043])]",2920.0955027753766,RS
12,13,0.23110008239746094,249,"[array([10, 10]), array([75.77365688, 41.87412165]), array([89.44784978, 70.9488173 ])]",2011.1378961486487,RS
13,14,0.2232987880706787,249,"[array([10, 10]), array([93.01530035, 37.93956029]), array([70.70152007, 33.90430433]), array([96.86689553, 96.00457084])]",1089.844398705112,RS
14,15,0.21121883392333984,249,"[array([10, 10]), array([89.4047944, 93.0642241])]",1427.0617106078762,RS
15,16,0.20543193817138672,249,"[array([10, 10]), array([92.96975842, 95.24452786])]",1721.6547496277403,RS
16,17,0.2151479721069336,249,"[array([10, 10]), array([53.64627325, 35.37628041]), array([25.07426481, 40.19177052]), array([ 7.60101372, 82.93469787]), array([91.67727075, 98.12752047])]",2040.9550405492037,RS
17,18,0.2164456844329834,249,"[array([10, 10]), array([70.40212197, 14.22375748]), array([68.82493712, 10.08303276]), array([90.60662225, 83.83510263])]",1761.3489559841867,RS
18,19,0.21805500984191895,249,"[array([10, 10]), array([28.9823666 , 80.61239035]), array([22.68056417, 73.51118971]), array([95.62250841, 83.18995811])]",1039.310182988954,RS
19,20,0.20227909088134766,249,"[array([10, 10]), array([95.6638076 , 81.71077508])]",2115.6592186995917,RS
20,21,0.25295257568359375,249,"[array([10, 10]), array([95.23506303, 96.22021682])]",1934.2396977224116,RS
21,22,0.22198796272277832,249,"[array([10, 10]), array([87.78901143, 93.7378476 ])]",1548.574899264343,RS
22,23,0.25009965896606445,249,"[array([10, 10]), array([4.15594095, 5.5534583 ]), array([65.06041487, 59.48293514]), array([94.13266803, 88.88430393])]",1558.1027890506339,RS
23,24,0.23184585571289062,249,"[array([10, 10]), array([92.01153956, 91.23895943])]",1351.6848303898955,RS
24,25,0.19982433319091797,249,"[array([10, 10]), array([19.35744944, 64.88854718]), array([ 4.07821898, 79.00491296]), array([27.16942695, 85.76448804]), array([58.19883677, 37.05259178]), array([89.88164999, 98.91326637])]",1119.2054080569003,RS
25,26,0.20865201950073242,249,"[array([10, 10]), array([86.68582591, 19.67466434]), array([97.43336018, 88.12362951])]",913.233812235262,RS
26,27,0.21202635765075684,249,"[array([10, 10]), array([ 6.40711598, 63.20614425]), array([51.57359313, 47.35751937]), array([98.2153224, 39.7459438]), array([44.9188525 , 44.02117177]), array([59.83429291, 33.79648656]), array([10.17613162, 45.36634707]), array([89.31084591, 94.47695178])]",1817.0952711034672,RS
27,28,0.21718692779541016,249,"[array([10, 10]), array([52.0114685 , 26.43432384]), array([86.60504863, 90.24792218])]",458.09784261368276,RS
28,29,0.315462589263916,249,"[array([10, 10]), array([87.581335  ,  6.78479935]), array([92.02226142, 86.2419393 ])]",583.9908548496032,RS
29,30,0.21483612060546875,249,"[array([10, 10]), array([16.27727027, 93.35084259]), array([72.91117284, 15.12880088]), array([ 1.98553789, 57.59225854]), array([96.21623188, 82.21862359])]",1356.168157504163,RS
30,31,0.23128628730773926,249,"[array([10, 10]), array([60.78623944, 24.89547128]), array([81.23231401, 85.13459942]), array([94.25181087, 90.90329511])]",565.4506910239511,RS
31,32,0.43413543701171875,249,"[array([10, 10]), array([46.96571111, 15.16007682]), array([83.36399595, 90.19314374])]",784.6009666501136,RS
32,33,0.2231600284576416,249,"[array([10, 10]), array([80.30570965,  3.27981504]), array([83.43332497, 96.96578186])]",1121.6695822935576,RS
33,34,0.21165823936462402,249,"[array([10, 10]), array([35.74686303, 52.23486801]), array([58.27465523, 38.42121651]), array([77.5473896 , 48.89552858]), array([93.28167969, 82.850072  ])]",1921.9554301651315,RS
34,35,0.21400833129882812,249,"[array([10, 10]), array([40.58597808, 16.61250676]), array([88.90474511, 83.58637236])]",764.5245127843353,RS
35,36,0.20815181732177734,249,"[array([10, 10]), array([52.54728928, 22.4887526 ]), array([15.12483548, 59.25424274]), array([ 7.56456009, 20.69218282]), array([ 5.31359854, 91.06981998]), array([91.73688971, 96.40577698])]",956.8083408342043,RS
36,37,0.2204875946044922,249,"[array([10, 10]), array([ 2.72383754, 27.32881305]), array([53.62355679, 94.7480696 ]), array([40.93753829, 18.73727885]), array([87.60050659, 51.21056279]), array([94.05306852, 91.27728737])]",702.7222187459872,RS
37,38,0.21862030029296875,249,"[array([10, 10]), array([11.05088576, 47.59258783]), array([97.2537777 ,  1.78168117]), array([66.70215204, 19.89204764]), array([45.4391593 , 56.26886406]), array([27.68459439, 46.70142004]), array([95.79542307, 87.88683619])]",929.5074352824493,RS
38,39,0.21738529205322266,249,"[array([10, 10]), array([89.05229061, 90.83229585])]",1239.192155605246,RS
39,40,0.22566628456115723,249,"[array([10, 10]), array([25.60802075, 96.71838651]), array([20.03617162,  9.50443209]), array([11.23747548, 57.10051555]), array([93.02758787, 84.04990254])]",1977.6289313872578,RS
40,41,0.20955657958984375,249,"[array([10, 10]), array([64.72774306, 18.39774668]), array([66.79568257,  9.80627741]), array([49.57775758,  0.54900696]), array([82.96132817, 78.27775223])]",1535.6595480658493,RS
41,42,0.2202134132385254,249,"[array([10, 10]), array([95.34837222, 89.22567586])]",1656.8653220268816,RS
42,43,0.4652540683746338,249,"[array([10, 10]), array([93.35373332, 14.81960127]), array([86.61644769, 13.98486647]), array([91.39174032, 75.23066704])]",1635.1895465786654,RS
43,44,0.20841479301452637,249,"[array([10, 10]), array([53.74093249, 22.86735474]), array([87.96686234, 98.31732584])]",984.6659033016125,RS
44,45,0.20127534866333008,249,"[array([10, 10]), array([38.60633641,  6.45675923]), array([96.82331068, 93.85948603])]",917.7622992672549,RS
45,46,0.20654582977294922,249,"[array([10, 10]), array([78.77988427, 85.97221033]), array([97.1826962 , 87.85875665])]",1870.4875387955863,RS
46,47,0.21675658226013184,249,"[array([10, 10]), array([21.63125479, 69.13287748]), array([35.67394566, 73.11159462]), array([39.7123435 ,  2.66787888]), array([19.27327658, 45.58525271]), array([97.55674885, 85.0699254 ])]",2182.9094949326854,RS
47,48,0.22208046913146973,249,"[array([10, 10]), array([52.64523196, 11.95180278]), array([92.40419789, 82.87978523])]",875.5173112226714,RS
48,49,0.21546268463134766,249,"[array([10, 10]), array([82.31961952, 46.76519495]), array([94.5939931 , 85.98350219])]",1732.4440623757423,RS
49,50,0.36373424530029297,249,"[array([10, 10]), array([43.53614504, 77.63693456]), array([69.16565779, 98.16439404]), array([93.55304944, 92.7555854 ])]",1582.9490005508296,RS
